"","saison_annee","saison","journee","date","time","home","score","away","home_score","away_score"
"14204","1989/1990",58,28,"Samedi 3 mars 1990","-","AS Cannes","3 - 0","Girondins de Bordeaux",3,0
"14205","1989/1990",58,28,"Samedi 3 mars 1990","-","FC Sochaux-Montbéliard","1 - 3","FC Nantes",1,3
"14206","1989/1990",58,28,"Samedi 3 mars 1990","-","LOSC","0 - 0","Olympique Lyonnais",0,0
"14207","1989/1990",58,28,"Samedi 3 mars 1990","-","RC Paris","1 - 0","Toulouse FC",1,0
"14208","1989/1990",58,28,"Samedi 3 mars 1990","-","Stade Brestois 29","2 - 0","FC Mulhouse",2,0
"14209","1989/1990",58,28,"Samedi 3 mars 1990","-","SM Caen","1 - 0","FC Metz",1,0
"14210","1989/1990",58,28,"Samedi 3 mars 1990","-","SC Toulon","1 - 0","AJ Auxerre",1,0
"14211","1989/1990",58,28,"Samedi 3 mars 1990","-","Montpellier Hérault SC","1 - 0","OGC Nice",1,0
"14212","1989/1990",58,28,"Mercredi 25 avril 1990","-","AS Saint-Etienne","0 - 0","Olympique de Marseille",0,0
"14213","1989/1990",58,29,"Jeudi 15 mars 1990","-","Girondins de Bordeaux","0 - 0","AS Monaco",0,0
"14214","1989/1990",58,29,"Jeudi 15 mars 1990","-","AJ Auxerre","2 - 1","AS Saint-Etienne",2,1
"14215","1989/1990",58,29,"Samedi 17 mars 1990","-","Olympique de Marseille","3 - 0","SC Toulon",3,0
"14216","1989/1990",58,29,"Samedi 17 mars 1990","-","Toulouse FC","0 - 0","FC Sochaux-Montbéliard",0,0
"14217","1989/1990",58,29,"Samedi 17 mars 1990","-","Olympique Lyonnais","4 - 0","Stade Brestois 29",4,0
"14218","1989/1990",58,29,"Samedi 17 mars 1990","-","Paris Saint-Germain","5 - 1","AS Cannes",5,1
"14219","1989/1990",58,29,"Samedi 17 mars 1990","-","FC Nantes","1 - 0","LOSC",1,0
"14220","1989/1990",58,29,"Samedi 17 mars 1990","-","FC Mulhouse","0 - 0","SM Caen",0,0
"14221","1989/1990",58,29,"Samedi 17 mars 1990","-","FC Metz","1 - 0","Montpellier Hérault SC",1,0
"14222","1989/1990",58,29,"Samedi 17 mars 1990","-","OGC Nice","2 - 0","RC Paris",2,0
"14223","1989/1990",58,30,"Samedi 24 mars 1990","-","Girondins de Bordeaux","3 - 0","Paris Saint-Germain",3,0
"14224","1989/1990",58,30,"Samedi 24 mars 1990","-","Stade Brestois 29","2 - 1","Olympique de Marseille",2,1
"14225","1989/1990",58,30,"Samedi 24 mars 1990","-","AS Monaco","2 - 4","AJ Auxerre",2,4
"14226","1989/1990",58,30,"Samedi 24 mars 1990","-","FC Sochaux-Montbéliard","1 - 1","OGC Nice",1,1
"14227","1989/1990",58,30,"Samedi 24 mars 1990","-","SM Caen","1 - 1","Olympique Lyonnais",1,1
"14228","1989/1990",58,30,"Samedi 24 mars 1990","-","AS Saint-Etienne","0 - 0","FC Nantes",0,0
"14229","1989/1990",58,30,"Samedi 24 mars 1990","-","LOSC","3 - 0","Toulouse FC",3,0
"14230","1989/1990",58,30,"Samedi 24 mars 1990","-","SC Toulon","1 - 1","FC Metz",1,1
"14231","1989/1990",58,30,"Samedi 24 mars 1990","-","AS Cannes","4 - 1","FC Mulhouse",4,1
"14232","1989/1990",58,30,"Samedi 24 mars 1990","-","RC Paris","0 - 0","Montpellier Hérault SC",0,0
"14233","1989/1990",58,31,"Samedi 31 mars 1990","-","FC Mulhouse","0 - 0","Girondins de Bordeaux",0,0
"14234","1989/1990",58,31,"Samedi 31 mars 1990","-","Olympique de Marseille","4 - 1","LOSC",4,1
"14235","1989/1990",58,31,"Samedi 31 mars 1990","-","FC Nantes","0 - 0","AS Monaco",0,0
"14236","1989/1990",58,31,"Samedi 31 mars 1990","-","Montpellier Hérault SC","2 - 0","FC Sochaux-Montbéliard",2,0
"14237","1989/1990",58,31,"Samedi 31 mars 1990","-","Olympique Lyonnais","0 - 1","AS Cannes",0,1
"14238","1989/1990",58,31,"Samedi 31 mars 1990","-","Paris Saint-Germain","3 - 1","SM Caen",3,1
"14239","1989/1990",58,31,"Samedi 31 mars 1990","-","AJ Auxerre","3 - 1","Stade Brestois 29",3,1
"14240","1989/1990",58,31,"Samedi 31 mars 1990","-","Toulouse FC","1 - 1","AS Saint-Etienne",1,1
"14241","1989/1990",58,31,"Samedi 31 mars 1990","-","FC Metz","0 - 0","RC Paris",0,0
"14242","1989/1990",58,31,"Samedi 31 mars 1990","-","OGC Nice","1 - 2","SC Toulon",1,2
"14243","1989/1990",58,32,"Samedi 1 juillet 1989","-","SM Caen","0 - 1","Toulouse FC",0,1
"14244","1989/1990",58,32,"Samedi 1 juillet 1989","-","AS Saint-Etienne","0 - 0","OGC Nice",0,0
"14245","1989/1990",58,32,"Samedi 1 juillet 1989","-","SC Toulon","3 - 0","Montpellier Hérault SC",3,0
"14246","1989/1990",58,32,"Samedi 1 juillet 1989","-","LOSC","2 - 1","RC Paris",2,1
"14247","1989/1990",58,32,"Vendredi 6 avril 1990","-","Stade Brestois 29","3 - 2","FC Nantes",3,2
"14248","1989/1990",58,32,"Samedi 7 avril 1990","-","Girondins de Bordeaux","0 - 1","AJ Auxerre",0,1
"14249","1989/1990",58,32,"Samedi 7 avril 1990","-","AS Cannes","2 - 2","Olympique de Marseille",2,2
"14250","1989/1990",58,32,"Samedi 7 avril 1990","-","AS Monaco","1 - 0","Olympique Lyonnais",1,0
"14251","1989/1990",58,32,"Samedi 7 avril 1990","-","Paris Saint-Germain","1 - 0","FC Mulhouse",1,0
"14252","1989/1990",58,32,"Samedi 7 avril 1990","-","FC Sochaux-Montbéliard","0 - 0","FC Metz",0,0
"14253","1989/1990",58,33,"Samedi 14 avril 1990","-","Olympique de Marseille","2 - 0","Girondins de Bordeaux",2,0
"14254","1989/1990",58,33,"Samedi 14 avril 1990","-","FC Mulhouse","1 - 1","AS Monaco",1,1
"14255","1989/1990",58,33,"Samedi 14 avril 1990","-","Olympique Lyonnais","1 - 2","Paris Saint-Germain",1,2
"14256","1989/1990",58,33,"Samedi 14 avril 1990","-","RC Paris","1 - 1","FC Sochaux-Montbéliard",1,1
"14257","1989/1990",58,33,"Samedi 14 avril 1990","-","AJ Auxerre","1 - 0","AS Cannes",1,0
"14258","1989/1990",58,33,"Samedi 14 avril 1990","-","FC Nantes","4 - 0","SC Toulon",4,0
"14259","1989/1990",58,33,"Samedi 14 avril 1990","-","Toulouse FC","2 - 1","Stade Brestois 29",2,1
"14260","1989/1990",58,33,"Samedi 14 avril 1990","-","FC Metz","1 - 0","AS Saint-Etienne",1,0
"14261","1989/1990",58,33,"Samedi 14 avril 1990","-","Montpellier Hérault SC","5 - 0","LOSC",5,0
"14262","1989/1990",58,33,"Samedi 14 avril 1990","-","OGC Nice","1 - 0","SM Caen",1,0
"14263","1989/1990",58,34,"Vendredi 20 avril 1990","-","Girondins de Bordeaux","2 - 0","Olympique Lyonnais",2,0
"14264","1989/1990",58,34,"Samedi 21 avril 1990","-","Paris Saint-Germain","2 - 1","Olympique de Marseille",2,1
"14265","1989/1990",58,34,"Samedi 21 avril 1990","-","AS Monaco","2 - 0","Toulouse FC",2,0
"14266","1989/1990",58,34,"Samedi 21 avril 1990","-","FC Mulhouse","1 - 2","AJ Auxerre",1,2
"14267","1989/1990",58,34,"Samedi 21 avril 1990","-","SM Caen","1 - 1","FC Sochaux-Montbéliard",1,1
"14268","1989/1990",58,34,"Samedi 21 avril 1990","-","AS Cannes","2 - 1","FC Nantes",2,1
"14269","1989/1990",58,34,"Samedi 21 avril 1990","-","Stade Brestois 29","3 - 0","OGC Nice",3,0
"14270","1989/1990",58,34,"Samedi 21 avril 1990","-","LOSC","2 - 1","FC Metz",2,1
"14271","1989/1990",58,34,"Samedi 21 avril 1990","-","AS Saint-Etienne","1 - 0","Montpellier Hérault SC",1,0
"14272","1989/1990",58,34,"Samedi 21 avril 1990","-","SC Toulon","1 - 0","RC Paris",1,0
"14273","1989/1990",58,35,"Samedi 28 avril 1990","-","Olympique de Marseille","3 - 1","FC Mulhouse",3,1
"14274","1989/1990",58,35,"Samedi 28 avril 1990","-","FC Nantes","2 - 1","Girondins de Bordeaux",2,1
"14275","1989/1990",58,35,"Samedi 28 avril 1990","-","OGC Nice","1 - 0","AS Monaco",1,0
"14276","1989/1990",58,35,"Samedi 28 avril 1990","-","AJ Auxerre","2 - 0","Paris Saint-Germain",2,0
"14277","1989/1990",58,35,"Samedi 28 avril 1990","-","FC Sochaux-Montbéliard","1 - 0","LOSC",1,0
"14278","1989/1990",58,35,"Samedi 28 avril 1990","-","Toulouse FC","4 - 0","AS Cannes",4,0
"14279","1989/1990",58,35,"Samedi 28 avril 1990","-","Olympique Lyonnais","3 - 2","SC Toulon",3,2
"14280","1989/1990",58,35,"Samedi 28 avril 1990","-","FC Metz","1 - 1","Stade Brestois 29",1,1
"14281","1989/1990",58,35,"Samedi 28 avril 1990","-","RC Paris","3 - 0","AS Saint-Etienne",3,0
"14282","1989/1990",58,35,"Samedi 28 avril 1990","-","Montpellier Hérault SC","5 - 1","SM Caen",5,1
"14283","1989/1990",58,36,"Samedi 5 mai 1990","-","AJ Auxerre","0 - 2","Olympique de Marseille",0,2
"14284","1989/1990",58,36,"Samedi 5 mai 1990","-","Girondins de Bordeaux","2 - 1","Toulouse FC",2,1
"14285","1989/1990",58,36,"Samedi 5 mai 1990","-","AS Monaco","1 - 0","FC Metz",1,0
"14286","1989/1990",58,36,"Samedi 5 mai 1990","-","AS Saint-Etienne","0 - 2","FC Sochaux-Montbéliard",0,2
"14287","1989/1990",58,36,"Samedi 5 mai 1990","-","Paris Saint-Germain","2 - 2","FC Nantes",2,2
"14288","1989/1990",58,36,"Samedi 5 mai 1990","-","FC Mulhouse","4 - 4","Olympique Lyonnais",4,4
"14289","1989/1990",58,36,"Samedi 5 mai 1990","-","Stade Brestois 29","1 - 1","Montpellier Hérault SC",1,1
"14290","1989/1990",58,36,"Samedi 5 mai 1990","-","AS Cannes","1 - 0","OGC Nice",1,0
"14291","1989/1990",58,36,"Samedi 5 mai 1990","-","SC Toulon","1 - 1","LOSC",1,1
"14292","1989/1990",58,36,"Samedi 5 mai 1990","-","SM Caen","1 - 0","RC Paris",1,0
"14293","1989/1990",58,37,"Samedi 12 mai 1990","-","Olympique de Marseille","1 - 0","SM Caen",1,0
"14294","1989/1990",58,37,"Samedi 12 mai 1990","-","OGC Nice","1 - 0","Girondins de Bordeaux",1,0
"14295","1989/1990",58,37,"Samedi 12 mai 1990","-","Montpellier Hérault SC","0 - 0","AS Monaco",0,0
"14296","1989/1990",58,37,"Samedi 12 mai 1990","-","FC Sochaux-Montbéliard","1 - 0","SC Toulon",1,0
"14297","1989/1990",58,37,"Samedi 12 mai 1990","-","Olympique Lyonnais","1 - 1","AJ Auxerre",1,1
"14298","1989/1990",58,37,"Samedi 12 mai 1990","-","Toulouse FC","4 - 1","Paris Saint-Germain",4,1
"14299","1989/1990",58,37,"Samedi 12 mai 1990","-","FC Nantes","3 - 2","FC Mulhouse",3,2
"14300","1989/1990",58,37,"Samedi 12 mai 1990","-","RC Paris","1 - 1","Stade Brestois 29",1,1
"14301","1989/1990",58,37,"Samedi 12 mai 1990","-","FC Metz","2 - 2","AS Cannes",2,2
"14302","1989/1990",58,37,"Samedi 12 mai 1990","-","LOSC","2 - 2","AS Saint-Etienne",2,2
"14303","1989/1990",58,38,"Samedi 19 mai 1990","-","Olympique de Marseille","0 - 1","Olympique Lyonnais",0,1
"14304","1989/1990",58,38,"Samedi 19 mai 1990","-","Girondins de Bordeaux","1 - 0","FC Metz",1,0
"14305","1989/1990",58,38,"Samedi 19 mai 1990","-","AS Monaco","4 - 0","RC Paris",4,0
"14306","1989/1990",58,38,"Samedi 19 mai 1990","-","Stade Brestois 29","1 - 0","FC Sochaux-Montbéliard",1,0
"14307","1989/1990",58,38,"Samedi 19 mai 1990","-","Paris Saint-Germain","2 - 1","OGC Nice",2,1
"14308","1989/1990",58,38,"Samedi 19 mai 1990","-","AJ Auxerre","0 - 0","FC Nantes",0,0
"14309","1989/1990",58,38,"Samedi 19 mai 1990","-","FC Mulhouse","1 - 0","Toulouse FC",1,0
"14310","1989/1990",58,38,"Samedi 19 mai 1990","-","AS Cannes","1 - 1","Montpellier Hérault SC",1,1
"14311","1989/1990",58,38,"Samedi 19 mai 1990","-","AS Saint-Etienne","1 - 2","SC Toulon",1,2
"14312","1989/1990",58,38,"Samedi 19 mai 1990","-","SM Caen","2 - 0","LOSC",2,0
"14313","1990/1991",59,1,"Samedi 21 juillet 1990","-","AS Cannes","2 - 1","Montpellier Hérault SC",2,1
"14314","1990/1991",59,1,"Samedi 21 juillet 1990","-","Paris Saint-Germain","2 - 1","AS Nancy Lorraine",2,1
"14315","1990/1991",59,1,"Samedi 21 juillet 1990","-","Olympique de Marseille","1 - 0","OGC Nice",1,0
"14316","1990/1991",59,1,"Samedi 21 juillet 1990","-","FC Metz","2 - 2","LOSC",2,2
"14317","1990/1991",59,1,"Samedi 21 juillet 1990","-","FC Sochaux-Montbéliard","1 - 1","Stade Brestois 29",1,1
"14318","1990/1991",59,1,"Samedi 21 juillet 1990","-","Toulouse FC","0 - 0","AJ Auxerre",0,0
"14319","1990/1991",59,1,"Samedi 21 juillet 1990","-","Girondins de Bordeaux","0 - 0","Olympique Lyonnais",0,0
"14320","1990/1991",59,1,"Samedi 21 juillet 1990","-","FC Nantes","0 - 0","SM Caen",0,0
"14321","1990/1991",59,1,"Samedi 21 juillet 1990","-","AS Saint-Etienne","0 - 0","Stade Rennais FC",0,0
"14322","1990/1991",59,1,"Samedi 21 juillet 1990","-","AS Monaco","2 - 1","SC Toulon",2,1
"14323","1990/1991",59,2,"Vendredi 27 juillet 1990","-","FC Metz","0 - 2","Olympique de Marseille",0,2
"14324","1990/1991",59,2,"Samedi 28 juillet 1990","-","AJ Auxerre","0 - 1","AS Monaco",0,1
"14325","1990/1991",59,2,"Samedi 28 juillet 1990","-","SM Caen","2 - 0","Girondins de Bordeaux",2,0
"14326","1990/1991",59,2,"Samedi 28 juillet 1990","-","Stade Rennais FC","2 - 1","Paris Saint-Germain",2,1
"14327","1990/1991",59,2,"Samedi 28 juillet 1990","-","Olympique Lyonnais","1 - 0","AS Cannes",1,0
"14328","1990/1991",59,2,"Samedi 28 juillet 1990","-","Montpellier Hérault SC","2 - 0","FC Sochaux-Montbéliard",2,0
"14329","1990/1991",59,2,"Samedi 28 juillet 1990","-","LOSC","1 - 1","FC Nantes",1,1
"14330","1990/1991",59,2,"Samedi 28 juillet 1990","-","AS Nancy Lorraine","0 - 0","Stade Brestois 29",0,0
"14331","1990/1991",59,2,"Samedi 28 juillet 1990","-","OGC Nice","1 - 1","Toulouse FC",1,1
"14332","1990/1991",59,2,"Samedi 28 juillet 1990","-","SC Toulon","3 - 0","AS Saint-Etienne",3,0
"14333","1990/1991",59,3,"Samedi 4 août 1990","-","AS Monaco","3 - 1","Montpellier Hérault SC",3,1
"14334","1990/1991",59,3,"Samedi 4 août 1990","-","Olympique de Marseille","2 - 1","SM Caen",2,1
"14335","1990/1991",59,3,"Samedi 4 août 1990","-","Toulouse FC","3 - 1","Olympique Lyonnais",3,1
"14336","1990/1991",59,3,"Samedi 4 août 1990","-","Stade Brestois 29","0 - 0","Stade Rennais FC",0,0
"14337","1990/1991",59,3,"Samedi 4 août 1990","-","AS Cannes","0 - 3","AJ Auxerre",0,3
"14338","1990/1991",59,3,"Samedi 4 août 1990","-","Girondins de Bordeaux","1 - 1","LOSC",1,1
"14339","1990/1991",59,3,"Samedi 4 août 1990","-","FC Nantes","1 - 1","FC Metz",1,1
"14340","1990/1991",59,3,"Samedi 4 août 1990","-","FC Sochaux-Montbéliard","1 - 0","AS Nancy Lorraine",1,0
"14341","1990/1991",59,3,"Samedi 4 août 1990","-","AS Saint-Etienne","1 - 0","OGC Nice",1,0
"14342","1990/1991",59,3,"Samedi 4 août 1990","-","Paris Saint-Germain","4 - 0","SC Toulon",4,0
"14343","1990/1991",59,4,"Vendredi 10 août 1990","-","Montpellier Hérault SC","4 - 0","Paris Saint-Germain",4,0
"14344","1990/1991",59,4,"Vendredi 10 août 1990","-","OGC Nice","0 - 0","AS Cannes",0,0
"14345","1990/1991",59,4,"Samedi 11 août 1990","-","Olympique Lyonnais","2 - 2","Olympique de Marseille",2,2
"14346","1990/1991",59,4,"Samedi 11 août 1990","-","FC Nantes","3 - 1","AS Monaco",3,1
"14347","1990/1991",59,4,"Samedi 11 août 1990","-","Stade Rennais FC","1 - 0","AS Nancy Lorraine",1,0
"14348","1990/1991",59,4,"Samedi 11 août 1990","-","AJ Auxerre","2 - 0","AS Saint-Etienne",2,0
"14349","1990/1991",59,4,"Samedi 11 août 1990","-","LOSC","3 - 0","Toulouse FC",3,0
"14350","1990/1991",59,4,"Samedi 11 août 1990","-","SM Caen","2 - 0","FC Sochaux-Montbéliard",2,0
"14351","1990/1991",59,4,"Samedi 11 août 1990","-","FC Metz","1 - 0","Girondins de Bordeaux",1,0
"14352","1990/1991",59,4,"Samedi 11 août 1990","-","SC Toulon","1 - 2","Stade Brestois 29",1,2
"14353","1990/1991",59,5,"Samedi 18 août 1990","-","Olympique de Marseille","2 - 0","LOSC",2,0
"14354","1990/1991",59,5,"Samedi 18 août 1990","-","Stade Brestois 29","4 - 0","OGC Nice",4,0
"14355","1990/1991",59,5,"Samedi 18 août 1990","-","AS Monaco","0 - 0","Olympique Lyonnais",0,0
"14356","1990/1991",59,5,"Samedi 18 août 1990","-","Paris Saint-Germain","1 - 1","AJ Auxerre",1,1
"14357","1990/1991",59,5,"Samedi 18 août 1990","-","AS Cannes","1 - 1","SM Caen",1,1
"14358","1990/1991",59,5,"Samedi 18 août 1990","-","Toulouse FC","2 - 1","FC Metz",2,1
"14359","1990/1991",59,5,"Samedi 18 août 1990","-","FC Sochaux-Montbéliard","4 - 0","Stade Rennais FC",4,0
"14360","1990/1991",59,5,"Samedi 18 août 1990","-","Girondins de Bordeaux","2 - 0","FC Nantes",2,0
"14361","1990/1991",59,5,"Samedi 18 août 1990","-","AS Saint-Etienne","1 - 0","Montpellier Hérault SC",1,0
"14362","1990/1991",59,5,"Samedi 18 août 1990","-","AS Nancy Lorraine","2 - 1","SC Toulon",2,1
"14363","1990/1991",59,6,"Vendredi 24 août 1990","-","Girondins de Bordeaux","0 - 0","AS Monaco",0,0
"14364","1990/1991",59,6,"Samedi 25 août 1990","-","FC Nantes","1 - 1","Olympique de Marseille",1,1
"14365","1990/1991",59,6,"Samedi 25 août 1990","-","AJ Auxerre","2 - 2","Stade Brestois 29",2,2
"14366","1990/1991",59,6,"Samedi 25 août 1990","-","SM Caen","2 - 0","Toulouse FC",2,0
"14367","1990/1991",59,6,"Samedi 25 août 1990","-","Olympique Lyonnais","1 - 0","FC Sochaux-Montbéliard",1,0
"14368","1990/1991",59,6,"Samedi 25 août 1990","-","Montpellier Hérault SC","5 - 0","AS Nancy Lorraine",5,0
"14369","1990/1991",59,6,"Samedi 25 août 1990","-","OGC Nice","1 - 1","Paris Saint-Germain",1,1
"14370","1990/1991",59,6,"Samedi 25 août 1990","-","FC Metz","3 - 1","AS Saint-Etienne",3,1
"14371","1990/1991",59,6,"Samedi 25 août 1990","-","LOSC","0 - 2","AS Cannes",0,2
"14372","1990/1991",59,6,"Samedi 25 août 1990","-","SC Toulon","1 - 0","Stade Rennais FC",1,0
"14373","1990/1991",59,7,"Mercredi 29 août 1990","-","Olympique de Marseille","2 - 0","Girondins de Bordeaux",2,0
"14374","1990/1991",59,7,"Mercredi 29 août 1990","-","Stade Brestois 29","1 - 1","Montpellier Hérault SC",1,1
"14375","1990/1991",59,7,"Mercredi 29 août 1990","-","AS Saint-Etienne","0 - 0","SM Caen",0,0
"14376","1990/1991",59,7,"Mercredi 29 août 1990","-","AS Monaco","1 - 1","LOSC",1,1
"14377","1990/1991",59,7,"Mercredi 29 août 1990","-","AS Nancy Lorraine","1 - 1","AJ Auxerre",1,1
"14378","1990/1991",59,7,"Mercredi 29 août 1990","-","Paris Saint-Germain","3 - 0","Olympique Lyonnais",3,0
"14379","1990/1991",59,7,"Mercredi 29 août 1990","-","AS Cannes","0 - 1","FC Metz",0,1
"14380","1990/1991",59,7,"Mercredi 29 août 1990","-","Toulouse FC","2 - 0","FC Nantes",2,0
"14381","1990/1991",59,7,"Mercredi 29 août 1990","-","Stade Rennais FC","0 - 3","OGC Nice",0,3
"14382","1990/1991",59,7,"Mercredi 29 août 1990","-","FC Sochaux-Montbéliard","0 - 0","SC Toulon",0,0
"14383","1990/1991",59,8,"Samedi 8 septembre 1990","-","Olympique de Marseille","2 - 1","Paris Saint-Germain",2,1
"14384","1990/1991",59,8,"Samedi 8 septembre 1990","-","SM Caen","4 - 1","AS Nancy Lorraine",4,1
"14385","1990/1991",59,8,"Samedi 8 septembre 1990","-","AJ Auxerre","4 - 0","Stade Rennais FC",4,0
"14386","1990/1991",59,8,"Samedi 8 septembre 1990","-","FC Metz","1 - 1","AS Monaco",1,1
"14387","1990/1991",59,8,"Samedi 8 septembre 1990","-","Olympique Lyonnais","2 - 0","Stade Brestois 29",2,0
"14388","1990/1991",59,8,"Samedi 8 septembre 1990","-","LOSC","3 - 2","AS Saint-Etienne",3,2
"14389","1990/1991",59,8,"Samedi 8 septembre 1990","-","Girondins de Bordeaux","2 - 1","Toulouse FC",2,1
"14390","1990/1991",59,8,"Samedi 8 septembre 1990","-","FC Nantes","1 - 0","AS Cannes",1,0
"14391","1990/1991",59,8,"Samedi 8 septembre 1990","-","OGC Nice","3 - 0","FC Sochaux-Montbéliard",3,0
"14392","1990/1991",59,8,"Samedi 8 septembre 1990","-","Montpellier Hérault SC","0 - 0","SC Toulon",0,0
"14393","1990/1991",59,9,"Vendredi 14 septembre 1990","-","OGC Nice","0 - 0","AS Monaco",0,0
"14394","1990/1991",59,9,"Samedi 15 septembre 1990","-","Toulouse FC","0 - 2","Olympique de Marseille",0,2
"14395","1990/1991",59,9,"Samedi 15 septembre 1990","-","FC Sochaux-Montbéliard","0 - 1","AJ Auxerre",0,1
"14396","1990/1991",59,9,"Samedi 15 septembre 1990","-","Paris Saint-Germain","3 - 2","SM Caen",3,2
"14397","1990/1991",59,9,"Samedi 15 septembre 1990","-","Stade Brestois 29","1 - 0","FC Metz",1,0
"14398","1990/1991",59,9,"Samedi 15 septembre 1990","-","AS Saint-Etienne","0 - 1","Olympique Lyonnais",0,1
"14399","1990/1991",59,9,"Samedi 15 septembre 1990","-","Stade Rennais FC","1 - 2","Montpellier Hérault SC",1,2
"14400","1990/1991",59,9,"Samedi 15 septembre 1990","-","AS Nancy Lorraine","3 - 2","FC Nantes",3,2
"14401","1990/1991",59,9,"Samedi 15 septembre 1990","-","AS Cannes","1 - 1","Girondins de Bordeaux",1,1
"14402","1990/1991",59,9,"Samedi 15 septembre 1990","-","SC Toulon","0 - 0","LOSC",0,0
"14403","1990/1991",59,10,"Samedi 22 septembre 1990","-","Olympique de Marseille","0 - 1","AS Cannes",0,1
"14404","1990/1991",59,10,"Samedi 22 septembre 1990","-","SM Caen","0 - 2","AS Monaco",0,2
"14405","1990/1991",59,10,"Samedi 22 septembre 1990","-","Olympique Lyonnais","0 - 0","Stade Rennais FC",0,0
"14406","1990/1991",59,10,"Samedi 22 septembre 1990","-","FC Metz","2 - 2","Paris Saint-Germain",2,2
"14407","1990/1991",59,10,"Samedi 22 septembre 1990","-","LOSC","1 - 0","Stade Brestois 29",1,0
"14408","1990/1991",59,10,"Samedi 22 septembre 1990","-","FC Nantes","2 - 1","AS Saint-Etienne",2,1
"14409","1990/1991",59,10,"Samedi 22 septembre 1990","-","Girondins de Bordeaux","1 - 0","FC Sochaux-Montbéliard",1,0
"14410","1990/1991",59,10,"Samedi 22 septembre 1990","-","Toulouse FC","0 - 0","AS Nancy Lorraine",0,0
"14411","1990/1991",59,10,"Samedi 22 septembre 1990","-","OGC Nice","0 - 0","SC Toulon",0,0
"14412","1990/1991",59,10,"Dimanche 23 septembre 1990","-","AJ Auxerre","3 - 2","Montpellier Hérault SC",3,2
"14413","1990/1991",59,11,"Vendredi 28 septembre 1990","-","AS Monaco","1 - 3","Olympique de Marseille",1,3
"14414","1990/1991",59,11,"Samedi 29 septembre 1990","-","Stade Brestois 29","5 - 0","SM Caen",5,0
"14415","1990/1991",59,11,"Samedi 29 septembre 1990","-","Montpellier Hérault SC","3 - 0","OGC Nice",3,0
"14416","1990/1991",59,11,"Samedi 29 septembre 1990","-","Paris Saint-Germain","1 - 1","FC Nantes",1,1
"14417","1990/1991",59,11,"Samedi 29 septembre 1990","-","Stade Rennais FC","0 - 2","FC Metz",0,2
"14418","1990/1991",59,11,"Samedi 29 septembre 1990","-","FC Sochaux-Montbéliard","0 - 0","LOSC",0,0
"14419","1990/1991",59,11,"Samedi 29 septembre 1990","-","AS Nancy Lorraine","2 - 0","Olympique Lyonnais",2,0
"14420","1990/1991",59,11,"Samedi 29 septembre 1990","-","AS Saint-Etienne","0 - 0","Girondins de Bordeaux",0,0
